victim_id,name,age,gender,occupation,education,income,district,police_station,phone,address
VI00750,Udarsh Chahal,43,Male,Unemployed,Post Graduate,340098,Koppal,Koppal Rural,9100492460,"54/99, Gokhale Chowk, Ambattur 508108"
VI00751,Rajeshri Sathe,24,Female,Teacher,Secondary,441157,Hassan,Hassan Town,+914295790354,"H.No. 28, Kapadia Street, Jehanabad 887691"
VI00752,Barkha Vasa,19,Female,Farmer,Graduate,1123101,Udupi,Udupi Town,4121234960,"06, Sheth Street, Kamarhati 264361"
VI00753,Yatan Vasa,25,Female,Police,Secondary,519293,Kodagu,Kodagu Town,7057162984,"H.No. 87, Ben Nagar, Rohtak-146994"
VI00754,Yauvani Pandey,42,Male,Electrician,Primary,980923,Vijayapura,Vijayapura Rural,00166858677,"24/975, Kadakia Ganj, Ambattur 199932"
VI00755,Anthony Kota,70,Female,Driver,Secondary,403986,Chikkaballapur,Chikkaballapur Town,6157423683,"37/171, Sant Circle, Siwan-746120"
VI00756,Odika Nazareth,55,Male,Labour,Primary,783487,Udupi,Udupi Town,05656636363,"22/23, Mander Nagar, Jalandhar 379982"
VI00757,Chasmum Yogi,18,Male,Business,Primary,1026581,Kodagu,Kodagu Rural,09370123357,"75/901, Dayal Street, Tadipatri-013370"
VI00758,Ekani Som,55,Male,Farmer,Post Graduate,651973,Bengaluru Rural,Bengaluru Rural East,00850749113,"696, Khatri Road, Bhiwani-138003"
VI00759,Rudra Keer,31,Female,Doctor,Secondary,1176365,Mandya,Mandya Town,07361404761,"15, Chokshi Circle, Aurangabad 699429"
VI00760,Nitesh Keer,23,Male,Driver,Primary,195463,Koppal,Koppal Rural,+919789589320,"89/810, Dutt Chowk, Siliguri 747830"
VI00761,Dayamai Loke,55,Female,Mechanic,Primary,940170,Bidar,Bidar East,+910883444253,"494, Tandon Zila, Jamalpur-770239"
VI00762,Yashica Gupta,39,Female,Unemployed,PUC,1182279,Bengaluru Urban,Electronic City,+910915719104,"23/41, Dua Nagar, Asansol-059631"
VI00763,Krisha Dugar,65,Female,Software Engineer,Post Graduate,798238,Belagavi,Market,08441877689,"76/872, Sahni, Jaipur-297581"
VI00764,Girik More,46,Male,Student,Primary,749061,Bagalkot,Bagalkot East,+910082592306,"H.No. 768, Nair Street, Imphal 880049"
VI00765,Aryan Patla,64,Male,Business,Secondary,323736,Tumakuru,Tumakuru Rural,06905084951,"H.No. 20, Srinivas Road, Lucknow-887526"
VI00766,Naveen Gandhi,59,Female,Electrician,Post Graduate,308269,Yadgir,Yadgir Rural,8441333580,"H.No. 377, Bala Nagar, Mathura-582350"
VI00767,Owen Sidhu,42,Female,Electrician,PUC,663934,Chitradurga,Chitradurga Rural,01570883286,"H.No. 614, Om Ganj, Muzaffarnagar 918924"
VI00768,Divya Sethi,68,Male,Doctor,PUC,889757,Hassan,Hassan Town,4643330403,"18/15, Palla Circle, Tiruvottiyur 629258"
VI00769,Anya Bhatnagar,57,Male,Farmer,Graduate,1196380,Chamarajanagar,Chamarajanagar East,4373331293,"H.No. 68, Bhargava Path, Durgapur-805384"
VI00770,Michael Sengupta,63,Female,Software Engineer,Primary,872680,Gadag,Gadag Rural,5132465183,"H.No. 61, Basu Street, Bilaspur 798340"
VI00771,Shivani Saxena,48,Female,Farmer,Secondary,205580,Bidar,Bidar East,+916010831734,"155, Khosla Ganj, Pondicherry-175286"
VI00772,Qasim Dutt,28,Male,Unemployed,PUC,1149901,Tumakuru,Tumakuru East,00002593758,"H.No. 00, Dhillon Street, Shimoga 897578"
VI00773,Laban Karnik,44,Male,Unemployed,Post Graduate,275565,Kodagu,Kodagu Town,01802642149,"H.No. 634, Swaminathan Road, Gudivada-796939"
VI00774,Abdul Pal,33,Male,Police,Primary,969549,Bengaluru Urban,Electronic City,01570453304,"48/15, Vaidya, Pali-443373"
VI00775,Adya Apte,53,Female,Driver,Graduate,1152068,Haveri,Haveri East,+919030081039,"H.No. 407, Prakash Path, Siwan 216348"
VI00776,Bhavna Kaur,31,Female,Student,Secondary,467023,Mandya,Mandya Rural,+915344755082,"88/16, Kaul Zila, Guwahati-880732"
VI00777,Jairaj Mohanty,49,Male,Labour,PUC,475713,Chamarajanagar,Chamarajanagar East,03554284686,"032, Vohra Ganj, Bhatpara-704943"
VI00778,Vansha Master,42,Female,Police,Post Graduate,920984,Belagavi,Camp,+912655859245,"310, Chaudhary Circle, Parbhani 514388"
VI00779,Urvi Kar,49,Male,Farmer,PUC,469232,Gadag,Gadag Town,04909944718,"406, Bora Street, Alappuzha 335473"
VI00780,Urmi Bhargava,30,Male,Driver,Primary,663469,Koppal,Koppal Rural,+915556348141,"18, Sengupta Nagar, Buxar 239665"
VI00781,Jasmit Cheema,67,Male,Doctor,Post Graduate,461432,Hassan,Hassan Rural,4190827457,"59, Doctor, Surat 633736"
VI00782,Saksham Prakash,62,Male,Student,Secondary,694532,Uttara Kannada,Uttara Kannada Town,+917121463070,"30/42, Ramanathan Circle, Jalgaon 102655"
VI00783,Baghyawati Sood,56,Female,Mechanic,Post Graduate,587658,Gadag,Gadag Rural,04936673521,"34/02, Shan Circle, Delhi-934964"
VI00784,Ronith Patla,66,Female,Farmer,Graduate,573006,Bengaluru Urban,Whitefield,+919562154262,"H.No. 889, Rout Street, Ghaziabad-361916"
VI00785,Reva Kanda,49,Female,Software Engineer,Post Graduate,300110,Tumakuru,Tumakuru East,+912177594144,"20/453, Savant Ganj, Giridih-916276"
VI00786,Anjali Konda,31,Male,Driver,Primary,356279,Vijayapura,Vijayapura Rural,6063007982,"89/178, Jayaraman Chowk, Gurgaon-921187"
VI00787,Leena Dhar,60,Male,Mechanic,PUC,493235,Shivamogga,Shivamogga Rural,09877351059,"H.No. 46, Oza Circle, Vadodara-794792"
VI00788,Mohini Chaudhary,43,Female,Business,Graduate,1083476,Raichur,Raichur Rural,06290879296,"67/763, Prashad, Berhampur-273600"
VI00789,Jalsa Pillai,41,Male,Business,Graduate,533943,Uttara Kannada,Uttara Kannada Town,+914084138389,"H.No. 752, Deep Circle, Nandyal 779886"
VI00790,Zaitra Ghosh,40,Male,Student,Graduate,916365,Chikkamagaluru,Chikkamagaluru Rural,06166402802,"244, Sant Marg, Haridwar 175866"
VI00791,Qadim Raval,38,Female,Doctor,Graduate,1011368,Mysuru,Devaraja,07043883392,"H.No. 991, Rana Street, Sirsa-498577"
VI00792,Oliver Sawhney,46,Female,Doctor,Graduate,485004,Chikkamagaluru,Chikkamagaluru East,+915984070547,"26/46, Dhar Path, Jaunpur-718916"
VI00793,Caleb Suri,70,Female,Unemployed,PUC,402316,Bidar,Bidar Rural,+911001797766,"200, Sani Ganj, Bikaner 822355"
VI00794,Lohit Balan,44,Male,Software Engineer,Primary,1016702,Bagalkot,Bagalkot Rural,4124562120,"H.No. 09, Cherian Road, Maheshtala-545255"
VI00795,Sai Ramachandran,54,Female,Software Engineer,Graduate,850035,Kolar,Kolar Town,06983649509,"897, Swaminathan Path, Allahabad-143061"
VI00796,Warjas Goel,27,Male,Mechanic,Secondary,1088077,Uttara Kannada,Uttara Kannada Town,8589947099,"98/18, Dave, Chittoor 044907"
VI00797,Henry Kapoor,63,Female,Business,Post Graduate,635312,Vijayapura,Vijayapura Rural,6468906887,"912, Sule Chowk, Naihati 875189"
VI00798,Simon Krishnamurthy,62,Male,Doctor,Graduate,601959,Ramanagara,Ramanagara Rural,+919703977338,"H.No. 14, Gala Ganj, Phagwara 410423"
VI00799,Akshay Bandi,35,Male,Farmer,Secondary,381204,Chikkamagaluru,Chikkamagaluru East,8658623348,"34/21, Mane Zila, Ichalkaranji-757325"
VI00800,Zashil Chopra,68,Female,Driver,Secondary,459003,Chitradurga,Chitradurga Rural,06173124321,"H.No. 76, Shere Zila, Nashik-530056"
VI00801,Jatin Sen,36,Female,Electrician,Post Graduate,163112,Tumakuru,Tumakuru Town,+917340697541,"30, Nagarajan Zila, Suryapet-298309"
VI00802,Maanav Borra,49,Female,Business,PUC,393725,Chitradurga,Chitradurga Rural,+913704503860,"43/06, Thakur Street, Maheshtala-512951"
VI00803,Madhav Yadav,36,Male,Electrician,Primary,577004,Uttara Kannada,Uttara Kannada East,5586793160,"63/48, Saini Chowk, Katni-280695"
VI00804,Nakul Dash,57,Male,Farmer,PUC,1099555,Chikkaballapur,Chikkaballapur East,+910953161566,"71/34, Comar Zila, Narasaraopet-881042"
VI00805,Ekta Golla,27,Male,Student,Graduate,477281,Kodagu,Kodagu East,07965545085,"85/98, Ram Nagar, Farrukhabad 987888"
VI00806,Daksha Mammen,54,Female,Software Engineer,Primary,977761,Raichur,Raichur Town,+916026909594,"21/989, Badami, Mumbai 773088"
VI00807,Forum Karpe,67,Female,Driver,Graduate,563412,Haveri,Haveri Rural,+912933367705,"25/38, Chaudhuri Road, Sultan Pur Majra-325332"
VI00808,Zinal Upadhyay,32,Male,Labour,Graduate,570397,Gadag,Gadag East,00416274221,"H.No. 544, Varkey Road, Kanpur-461016"
VI00809,Aarush Talwar,22,Male,Business,Primary,252782,Bagalkot,Bagalkot Town,+913779730951,"H.No. 737, Bhandari Street, Thane 240440"
VI00810,Nathan Borra,61,Female,Labour,PUC,415290,Vijayapura,Vijayapura East,08563436145,"H.No. 290, Khare Road, Kozhikode 866775"
VI00811,Chaaya Rastogi,67,Male,Student,Secondary,1036800,Dharwad,Dharwad Rural,8363320948,"53/19, Agarwal, Visakhapatnam 461870"
VI00812,Vamakshi Kari,61,Female,Driver,Post Graduate,498935,Uttara Kannada,Uttara Kannada Rural,2467831464,"H.No. 882, Dhaliwal Ganj, Davanagere-964773"
VI00813,Zaid Swamy,52,Female,Electrician,Primary,583786,Yadgir,Yadgir East,+914929213324,"H.No. 869, Raval Road, Secunderabad 927450"
VI00814,Niharika Parmer,39,Female,Doctor,PUC,1061979,Dharwad,Dharwad Town,8261691343,"H.No. 80, Nagarajan Street, Gulbarga 974760"
VI00815,Chameli Bhardwaj,26,Male,Labour,PUC,1029349,Vijayapura,Vijayapura East,02414265626,"H.No. 464, Bala Ganj, Bahraich 476605"
VI00816,Ekbal Kamdar,63,Male,Farmer,Secondary,455285,Chikkamagaluru,Chikkamagaluru East,7837476693,"72/424, Subramanian Street, Madurai-876128"
VI00817,Pooja Cherian,41,Male,Doctor,Secondary,934755,Chikkamagaluru,Chikkamagaluru East,+914998779994,"06/812, Palan Chowk, Mysore 408673"
VI00818,Ekiya Verma,18,Male,Farmer,PUC,761893,Ballari,Ballari East,08481062471,"93, Saini Circle, Coimbatore-054152"
VI00819,Veda Thaker,48,Female,Labour,Primary,252314,Dharwad,Dharwad Town,04770169620,"627, Ratta Nagar, Latur-378956"
VI00820,Saksham Narang,64,Male,Teacher,PUC,292895,Chamarajanagar,Chamarajanagar East,03512904589,"85/952, Bava Road, Thane-451066"
VI00821,Advik Prakash,21,Female,Student,Primary,881006,Ballari,Ballari Rural,8095924398,"83/22, Suresh Path, Gulbarga 168660"
VI00822,Qabil Vohra,50,Female,Farmer,Secondary,842422,Dharwad,Dharwad Rural,+914989656917,"H.No. 83, Chadha Marg, Satna 833664"
VI00823,Ronith Mandal,58,Male,Teacher,Post Graduate,605588,Chamarajanagar,Chamarajanagar East,04303426784,"11, Palla Path, Kishanganj 609640"
VI00824,Reva Vaidya,47,Female,Software Engineer,Post Graduate,254729,Haveri,Haveri Rural,06601782961,"074, Balakrishnan Circle, Sirsa 273019"
VI00825,Dalaja Rana,57,Male,Farmer,Graduate,816393,Chamarajanagar,Chamarajanagar Town,02174565898,"68/44, Bajaj Ganj, Nagaon 145795"
VI00826,Suhani Hegde,46,Male,Electrician,Graduate,700007,Dharwad,Dharwad Rural,1567997281,"H.No. 302, Edwin Ganj, Sambhal 916949"
VI00827,Samuel Seshadri,56,Male,Business,Graduate,365393,Ballari,Ballari Town,08765964718,"H.No. 34, Sankaran Nagar, Ramgarh 511756"
VI00828,Barkha Mammen,51,Male,Electrician,Primary,1064214,Dharwad,Dharwad East,+916021091626,"27, Khare Circle, Akola-637319"
VI00829,Zansi Ghosh,41,Female,Mechanic,Post Graduate,1035826,Belagavi,Camp,03698120067,"71, Sami Path, Barasat-012983"
VI00830,Ishanvi Master,54,Female,Mechanic,Graduate,897105,Bengaluru Rural,Bengaluru Rural Town,+916460715006,"853, Balay Nagar, Khammam-786859"
VI00831,Mason Doshi,63,Male,Police,Secondary,485190,Kolar,Kolar East,+910065977414,"01/803, Dhawan Road, Burhanpur 217046"
VI00832,Urmi Bala,48,Male,Unemployed,PUC,208896,Gadag,Gadag Town,8179621167,"046, Tripathi Path, Sikar 998016"
VI00833,Ishita Chaudry,31,Female,Student,PUC,897712,Dakshina Kannada,Kankanady,+916622208610,"050, Raj, Madanapalle-783488"
VI00834,Amaira Ranganathan,22,Female,Mechanic,PUC,1072184,Mandya,Mandya East,+918247407943,"H.No. 17, Puri Path, Kharagpur 962132"
VI00835,Pranit Prakash,52,Female,Student,PUC,652090,Raichur,Raichur Town,+911976103216,"72/67, Narula Nagar, Raipur 883090"
VI00836,Harita Uppal,59,Male,Teacher,Secondary,963477,Chikkaballapur,Chikkaballapur East,+916729193042,"59/05, Sridhar Street, Bhubaneswar 876567"
VI00837,Quincy Maharaj,27,Male,Electrician,Graduate,852862,Dharwad,Dharwad East,+912865038410,"92/22, Gokhale Road, Rohtak 066159"
VI00838,Kabir Desai,22,Female,Labour,PUC,1041965,Kodagu,Kodagu Town,+919764861838,"H.No. 91, Kanda Road, Aurangabad-724560"
VI00839,Faraj Vala,49,Male,Driver,Secondary,163547,Gadag,Gadag East,+910808617808,"538, Sathe Road, Jalgaon-205703"
VI00840,Januja Prasad,39,Male,Business,Graduate,524906,Bengaluru Urban,Yelahanka,2570727929,"69/981, Sarma Zila, Guwahati 702616"
VI00841,George Raju,45,Male,Teacher,PUC,296029,Haveri,Haveri Rural,7270224102,"H.No. 083, Jhaveri Nagar, Surat-431938"
VI00842,Ekalinga Narayan,69,Male,Business,PUC,413783,Mandya,Mandya Rural,+911189230731,"988, Gola Chowk, Surendranagar Dudhrej-304238"
VI00843,Mohini Thaman,41,Female,Mechanic,Primary,650282,Uttara Kannada,Uttara Kannada East,+919007796427,"78/52, Korpal Path, Maheshtala-413174"
VI00844,Gautami Dara,47,Male,Driver,Post Graduate,1139648,Bagalkot,Bagalkot East,5442334402,"H.No. 10, Vohra Circle, Kota 108748"
VI00845,Yagnesh Buch,58,Female,Student,Post Graduate,500050,Bengaluru Urban,Ashok Nagar,09964608725,"75, Vaidya Ganj, Hospet 835324"
VI00846,Fariq Choudhury,68,Female,Electrician,Graduate,393172,Yadgir,Yadgir Rural,+911621989744,"H.No. 681, Borah Path, Tumkur-907044"
VI00847,Jack Puri,36,Male,Software Engineer,Secondary,1158166,Bengaluru Rural,Bengaluru Rural East,09230661901,"42/52, Rege Road, Jamshedpur-064739"
VI00848,Varenya Pandit,42,Male,Driver,Post Graduate,278929,Mandya,Mandya East,+915898324359,"331, Pradhan Marg, Thiruvananthapuram 324693"
VI00849,Ishani Dasgupta,23,Male,Farmer,Primary,446864,Bagalkot,Bagalkot Rural,09788377720,"71/88, Mahajan Circle, Kirari Suleman Nagar 696564"
VI00850,Jagvi Kamdar,27,Male,Teacher,PUC,1175213,Raichur,Raichur Rural,2840347696,"44/066, Mital Circle, Mau 283693"
VI00851,Ayushman Borah,21,Female,Unemployed,Graduate,1087500,Chamarajanagar,Chamarajanagar East,+918721398302,"H.No. 65, Gala Chowk, Jorhat 160186"
VI00852,Hritik Kohli,66,Female,Farmer,Post Graduate,1145595,Haveri,Haveri Town,6406958051,"H.No. 77, Pandya Ganj, Noida 884974"
VI00853,Lipika Kapur,41,Female,Software Engineer,Graduate,994388,Bengaluru Rural,Bengaluru Rural Rural,+912855633660,"H.No. 21, Desai Chowk, Kochi-891305"
VI00854,Anmol Dubey,44,Female,Driver,Post Graduate,941942,Shivamogga,Shivamogga Rural,01905814796,"23, Banik Ganj, Berhampore 688543"
VI00855,Lekha Mahal,30,Female,Teacher,Primary,186627,Kalaburagi,Kalaburagi Town,08295463733,"H.No. 304, Chaudhary Chowk, Machilipatnam-342530"
VI00856,Jeremiah Vora,41,Male,Business,PUC,440266,Koppal,Koppal East,1940011295,"81, Talwar Circle, Navi Mumbai-656637"
VI00857,Wakeeta Barad,61,Female,Student,Graduate,570040,Mysuru,Devaraja,4373751435,"H.No. 46, Date Street, Jorhat-766009"
VI00858,Damyanti Agarwal,29,Male,Farmer,Post Graduate,309255,Yadgir,Yadgir East,1261935815,"H.No. 859, Bhandari Road, Bijapur 560846"
VI00859,Anika Magar,33,Male,Electrician,Primary,908845,Shivamogga,Shivamogga Rural,5697755612,"H.No. 015, Gola Street, Durg-150762"
VI00860,Onkar Bajaj,48,Male,Mechanic,Primary,389112,Raichur,Raichur Rural,+912172209434,"H.No. 824, Parsa Zila, Sirsa-341372"
VI00861,Balveer Shan,68,Male,Farmer,PUC,227892,Dakshina Kannada,Barke,+915713618774,"525, Nagar Circle, Imphal-995154"
VI00862,Bishakha Kothari,24,Male,Farmer,Graduate,467492,Ramanagara,Ramanagara East,00438724308,"06/414, Dube Road, Dhanbad 933757"
VI00863,Harrison Narain,19,Male,Business,Graduate,881170,Gadag,Gadag Town,00880639584,"H.No. 05, Ramachandran Street, Mathura 047680"
VI00864,Meghana Keer,63,Male,Police,PUC,1132990,Kodagu,Kodagu East,00518344027,"H.No. 70, Majumdar Zila, Giridih 033693"
VI00865,Umang Mistry,56,Female,Labour,Secondary,612751,Vijayanagara,Vijayanagara Rural,+912110454980,"H.No. 653, Kala Road, Udupi 663491"
VI00866,Keya Bhagat,50,Male,Software Engineer,Graduate,337189,Dakshina Kannada,Barke,05773904554,"331, Kakar, Bhatpara-081103"
VI00867,Urishilla Halder,24,Female,Doctor,Graduate,1139842,Koppal,Koppal Town,8007789819,"H.No. 666, Tripathi Circle, Kollam-165098"
VI00868,Umang Walia,70,Female,Mechanic,Secondary,1016475,Kolar,Kolar Town,+912724901405,"34/69, Verma Circle, Morena 843953"
VI00869,Pranav Pillai,36,Male,Business,Primary,585512,Mandya,Mandya Rural,8015358496,"H.No. 323, Gaba Nagar, Gorakhpur-686017"
VI00870,Yashica Pant,62,Male,Police,Graduate,1037687,Belagavi,Tilakwadi,05550518176,"662, Mohan Road, Bulandshahr 704110"
VI00871,Chatresh Gokhale,67,Male,Teacher,Graduate,848503,Davanagere,Davanagere Town,6491359748,"H.No. 25, Swamy Street, Kakinada 779105"
VI00872,Riya Gill,28,Female,Police,Secondary,758380,Chikkamagaluru,Chikkamagaluru East,06563373434,"H.No. 002, Goel Road, Madurai 776066"
VI00873,Kashvi Prabhakar,69,Male,Unemployed,Secondary,193602,Bagalkot,Bagalkot Town,08744112848,"H.No. 727, Dixit Road, Bardhaman 478913"
VI00874,Varsha Choudhry,60,Male,Farmer,PUC,940605,Kodagu,Kodagu Rural,01684989912,"82/794, Mohan Zila, Hapur-973330"
VI00875,Chakradhar Kapadia,38,Male,Doctor,Primary,858670,Tumakuru,Tumakuru Town,2429852704,"H.No. 44, Kadakia Marg, Yamunanagar-749659"
VI00876,Zaid Chaudhari,70,Male,Electrician,Primary,990212,Chikkamagaluru,Chikkamagaluru Town,+910152218159,"368, Sabharwal Circle, Patna 323511"
VI00877,Falguni Gandhi,30,Male,Police,Secondary,641722,Yadgir,Yadgir East,+915494570317,"H.No. 132, Singhal Road, Ongole-081414"
VI00878,Udant Sarna,59,Male,Mechanic,Post Graduate,571050,Dakshina Kannada,Barke,07454517330,"H.No. 48, Ramanathan Chowk, Sultan Pur Majra 591665"
VI00879,Girik Sarna,23,Male,Driver,Primary,259922,Tumakuru,Tumakuru Town,+918642136017,"22, Mander Street, Kollam 965164"
VI00880,Guneet Aurora,55,Male,Farmer,Post Graduate,1079808,Kalaburagi,Kalaburagi East,04008538094,"96, Barad Zila, Gudivada-591311"
VI00881,Anthony Virk,64,Male,Teacher,Post Graduate,244067,Kalaburagi,Kalaburagi Town,08157491671,"70, Vora, Chinsurah-885168"
VI00882,Arin Jaggi,59,Male,Software Engineer,PUC,285201,Bidar,Bidar East,5285794015,"50/689, Oak Circle, Aligarh 167873"
VI00883,Yasti Bhakta,56,Male,Doctor,Primary,632586,Dakshina Kannada,Kankanady,5149667571,"H.No. 02, Chandra Ganj, Tumkur-683969"
VI00884,Triya Chandran,63,Male,Police,Graduate,1024845,Ballari,Ballari Rural,+919570016845,"402, Venkataraman Ganj, Jorhat 038147"
VI00885,Charan Maharaj,33,Female,Mechanic,Secondary,201867,Gadag,Gadag Town,+919626292259,"62, Ahluwalia Zila, Kollam 727206"
VI00886,Ubika Pillay,26,Male,Police,Graduate,290047,Kalaburagi,Kalaburagi Town,09059730375,"H.No. 50, Varty Circle, Kolkata-829481"
VI00887,Charan Mall,37,Female,Unemployed,PUC,1110492,Davanagere,Davanagere East,6729427919,"798, Banik Nagar, Sultan Pur Majra 028882"
VI00888,Saanvi Sura,40,Male,Farmer,Primary,226201,Uttara Kannada,Uttara Kannada Town,+918770152424,"H.No. 029, Kalla, Bareilly 367400"
VI00889,Harini Lall,53,Male,Police,Secondary,167546,Davanagere,Davanagere East,+917098318180,"071, Kalla Road, Bathinda-508275"
VI00890,Zarna Pillay,45,Female,Student,Post Graduate,1089240,Uttara Kannada,Uttara Kannada East,1974884674,"286, Gandhi Road, Bangalore-647174"
VI00891,Lila Pathak,36,Male,Farmer,Post Graduate,411707,Koppal,Koppal East,8406612450,"01, Madan Street, Begusarai 160762"
VI00892,Arin Ratta,26,Female,Doctor,Secondary,1144827,Ramanagara,Ramanagara Rural,2621684720,"31, Bir Road, Gudivada-443295"
VI00893,Aayush Padmanabhan,40,Male,Unemployed,Primary,1000470,Gadag,Gadag East,08642961724,"31, Swaminathan Circle, Raebareli-446203"
VI00894,Baghyawati Mani,45,Female,Unemployed,Primary,1188592,Tumakuru,Tumakuru Rural,5719916734,"H.No. 21, Mallick Zila, Madhyamgram-366492"
VI00895,Warda Bhandari,26,Male,Mechanic,Secondary,1056897,Haveri,Haveri Rural,+918394271342,"H.No. 649, Dave Street, Satna 164004"
VI00896,Nicholas Lall,60,Female,Driver,Primary,981546,Kodagu,Kodagu East,+914345646639,"01/20, Johal Marg, Raichur-599794"
VI00897,Diya Ravel,28,Female,Mechanic,Secondary,483269,Vijayapura,Vijayapura East,05646676674,"H.No. 81, Mallick Marg, Rajpur Sonarpur 422164"
VI00898,Ryan Deshpande,45,Female,Electrician,Post Graduate,173473,Bidar,Bidar Rural,4421461004,"00/58, Handa Zila, Ambarnath-469059"
VI00899,Utkarsh Srivastava,62,Male,Electrician,Graduate,329569,Kolar,Kolar East,05397900578,"H.No. 080, Parmar Chowk, Gudivada-035451"
VI00900,Qushi Maharaj,70,Female,Business,Secondary,151417,Yadgir,Yadgir Rural,+912942208595,"H.No. 215, Parikh Path, Aurangabad 419716"
VI00901,Hamsini Naidu,55,Male,Software Engineer,Post Graduate,372659,Hassan,Hassan Rural,+916018117032,"538, Ranganathan Ganj, Baranagar 917921"
VI00902,Hamsini Borah,39,Female,Electrician,Graduate,469383,Bengaluru Urban,Koramangala,08111468726,"37, Ghose Nagar, Dindigul 845035"
VI00903,Mekhala Shenoy,56,Female,Mechanic,PUC,202297,Gadag,Gadag Rural,+911312131243,"62, Choudhry, Burhanpur 153944"
VI00904,Leena Agate,53,Female,Unemployed,Post Graduate,201666,Kodagu,Kodagu Town,+914612058498,"53, Iyengar, Ghaziabad 748133"
VI00905,Warinder Kakar,22,Female,Farmer,Graduate,379345,Dakshina Kannada,Pandeshwar,3694175180,"56/582, Narang Path, Sasaram 868612"
VI00906,Harini Verma,39,Female,Labour,Post Graduate,545252,Vijayapura,Vijayapura Rural,09050730907,"85/636, Raval Marg, Jammu-396286"
VI00907,Samarth Shanker,70,Male,Doctor,PUC,981482,Kolar,Kolar Town,04701121435,"42/72, Dixit Circle, Etawah-596040"
VI00908,Ucchal Manda,52,Female,Farmer,Primary,796698,Davanagere,Davanagere Town,07706481335,"92/44, Kata Street, Varanasi-884393"
VI00909,Lopa Bala,20,Male,Police,PUC,241408,Kalaburagi,Kalaburagi Rural,02638239192,"87/454, Saini Path, Nellore 868659"
VI00910,Vaishnavi Mukhopadhyay,56,Male,Teacher,PUC,529473,Bagalkot,Bagalkot East,1296454827,"59/11, Lall, Ambattur-447729"
VI00911,Jagdish Thakkar,53,Female,Software Engineer,Graduate,254416,Kalaburagi,Kalaburagi Rural,04014708231,"25, Deol Circle, Firozabad-718045"
VI00912,Gavin Gill,59,Male,Business,Post Graduate,561412,Mandya,Mandya Town,9951217447,"36/518, Singh Ganj, Avadi 023712"
VI00913,Arin Puri,24,Male,Software Engineer,Primary,283814,Bagalkot,Bagalkot Town,2120358139,"H.No. 962, Prasad Road, Bilaspur-558972"
VI00914,Janani Bhatnagar,43,Male,Electrician,PUC,508435,Mandya,Mandya East,9885522929,"H.No. 259, Mander Circle, Karaikudi-542205"
VI00915,Yadavi Sethi,43,Female,Business,Secondary,489845,Kolar,Kolar Town,+919129896733,"06, Dhingra Ganj, Faridabad 171955"
VI00916,Qushi Gulati,44,Male,Farmer,Post Graduate,182877,Chikkaballapur,Chikkaballapur Town,+919516621567,"747, Khalsa Nagar, Rajpur Sonarpur 638602"
VI00917,Yasti Sha,20,Male,Electrician,Secondary,191550,Dharwad,Dharwad Town,+917584053188,"52/28, Singh Circle, Amravati-274600"
VI00918,Chaitaly Chana,69,Female,Business,Graduate,1038090,Yadgir,Yadgir Town,+915882870351,"94/97, Nigam Road, Jaipur-064407"
VI00919,Oscar Nagi,62,Female,Software Engineer,Secondary,1134767,Bengaluru Urban,Jayanagar,+914611555240,"20/15, Bhatt Circle, Berhampur-839531"
VI00920,Radha Naik,58,Female,Driver,PUC,1187708,Yadgir,Yadgir East,1522345089,"71/376, Sibal Marg, Kishanganj-606050"
VI00921,Bimala Bala,23,Female,Teacher,Graduate,920658,Vijayapura,Vijayapura East,01183284014,"90, Jaggi Road, Pondicherry 173246"
VI00922,Indali Parmar,61,Female,Teacher,Primary,947818,Vijayapura,Vijayapura Rural,+912411341481,"89/265, Kanda Circle, Akola-383968"
VI00923,Nikita Bala,68,Male,Software Engineer,PUC,680898,Kodagu,Kodagu Rural,6945684709,"57/99, Narayanan Marg, Bokaro-944949"
VI00924,Abdul Sheth,32,Female,Software Engineer,Primary,738644,Yadgir,Yadgir Rural,8457844902,"71, Raju Road, Patna-860118"
VI00925,Sai Rege,45,Female,Software Engineer,Post Graduate,566550,Dharwad,Dharwad East,1081898137,"H.No. 047, Trivedi Nagar, Bally 453256"
VI00926,Krish Chakraborty,50,Male,Teacher,Post Graduate,629494,Mysuru,Lashkar,1951109452,"21/65, Chakrabarti Path, Raebareli-000888"
VI00927,Oviya Misra,59,Female,Police,Secondary,1023444,Mysuru,Lashkar,1437722285,"31/49, Pant Ganj, Jorhat 073276"
VI00928,Banjeet Khalsa,31,Female,Mechanic,PUC,806806,Udupi,Udupi Rural,07731102537,"585, Palan Zila, Sagar 007467"
VI00929,Utkarsh Shanker,19,Female,Electrician,PUC,1137757,Chikkaballapur,Chikkaballapur Town,8811882107,"H.No. 95, Wason Path, Ranchi-253776"
VI00930,Vanya Krish,56,Female,Student,Secondary,1006714,Bagalkot,Bagalkot East,+915496607028,"23, Balakrishnan Circle, Sirsa-216629"
VI00931,Libni Vig,53,Male,Police,PUC,780752,Shivamogga,Shivamogga East,2734289042,"44/606, Vyas Circle, Guna-219133"
VI00932,Arunima Mishra,45,Female,Labour,Primary,896651,Chikkaballapur,Chikkaballapur East,+911795348564,"H.No. 46, Kuruvilla Street, Tirupati 163166"
VI00933,Girish Sur,68,Female,Software Engineer,Primary,907445,Bagalkot,Bagalkot East,+910033790474,"066, Prasad Nagar, Jorhat-690289"
