transaction_id,fir_id,criminal_id,from_account,to_account,amount,transaction_type,suspicious
TR0002676,FIR000397,CR02440,AC8431514737,AC7224415704,139646.96,IMPS,False
TR0002677,FIR008596,CR02808,AC2447438785,AC3746510436,486070.09,RTGS,True
TR0002678,FIR005523,CR01066,AC8396464281,AC9769500116,375948.32,IMPS,True
TR0002679,FIR005546,CR02944,AC6117983298,AC7316873954,469010.83,NEFT,True
TR0002680,FIR006230,CR00242,AC2906220537,AC6749529932,468576.0,IMPS,True
TR0002681,FIR002269,CR00548,AC4738670056,AC8312821393,428262.86,RTGS,True
TR0002682,FIR007157,CR02702,AC8133191321,AC5450402310,207128.41,RTGS,False
TR0002683,FIR004391,CR00681,AC6216161811,AC4471564595,105375.76,NEFT,False
TR0002684,FIR008012,CR01163,AC9292460532,AC5489350642,348864.25,NEFT,True
TR0002685,FIR004606,CR01539,AC2979914883,AC5500302751,322053.45,UPI,True
TR0002686,FIR009170,CR00947,AC3269648331,AC8634289605,121474.77,RTGS,False
TR0002687,FIR008397,CR02733,AC4897941109,AC5299211385,298540.98,NEFT,True
TR0002688,FIR007840,CR02190,AC4041122758,AC2208777201,95844.19,RTGS,False
TR0002689,FIR002775,CR01600,AC5197309584,AC9562036855,246671.2,UPI,False
TR0002690,FIR005912,CR02605,AC7045382925,AC3681705036,77457.6,IMPS,False
TR0002691,FIR008385,CR00578,AC8163018488,AC7409910354,97486.24,Cash,False
TR0002692,FIR003757,CR01612,AC9151211108,AC3316971332,455459.62,RTGS,True
TR0002693,FIR009232,CR02692,AC2152099061,AC6253897077,326258.16,Cash,True
TR0002694,FIR001247,CR00575,AC6230163388,AC9467101672,91495.16,NEFT,False
TR0002695,FIR006980,CR00035,AC2588196865,AC7777352206,8479.0,Cash,False
TR0002696,FIR005454,CR01409,AC9144065741,AC3956686450,462669.72,NEFT,True
TR0002697,FIR001731,CR02240,AC5011223510,AC6867421221,308378.34,NEFT,True
TR0002698,FIR008795,CR02572,AC6983866651,AC9899108784,98373.3,NEFT,False
TR0002699,FIR003383,CR00800,AC4950012784,AC7890815345,86027.8,Cash,False
TR0002700,FIR005052,CR01633,AC3780355570,AC5062737215,227246.35,Cash,False
TR0002701,FIR008392,CR00987,AC8212233858,AC9308860222,85498.42,Cash,False
TR0002702,FIR003704,CR02197,AC2106148971,AC6577537373,268833.6,RTGS,True
TR0002703,FIR009895,CR00300,AC9621501398,AC4883202486,280162.63,IMPS,True
TR0002704,FIR001345,CR01705,AC1274657092,AC3004573796,327882.32,Cash,True
TR0002705,FIR009612,CR00783,AC6396313505,AC4041952527,327217.11,RTGS,True
TR0002706,FIR002046,CR00220,AC6672629049,AC5384571912,291638.5,UPI,True
TR0002707,FIR004406,CR00271,AC6863618612,AC9194178874,1725.03,NEFT,False
TR0002708,FIR002494,CR01128,AC1593459607,AC6954511635,261162.57,RTGS,True
TR0002709,FIR006679,CR00902,AC5264173783,AC4653241006,456290.49,UPI,True
TR0002710,FIR007593,CR02545,AC8462370456,AC1765835750,445000.27,UPI,True
TR0002711,FIR007513,CR01082,AC5655169776,AC8685143495,329650.83,RTGS,True
TR0002712,FIR002496,CR00669,AC2000900914,AC7743223175,72462.72,Cash,False
TR0002713,FIR004399,CR01856,AC9331717326,AC3220598141,170157.35,Cash,False
TR0002714,FIR004034,CR00783,AC6095695029,AC4451650303,409552.79,RTGS,True
TR0002715,FIR001566,CR01465,AC6719178032,AC1060624524,440222.62,RTGS,True
TR0002716,FIR002532,CR01700,AC9165381829,AC2845397699,37917.65,RTGS,False
TR0002717,FIR007724,CR02979,AC2196937549,AC3152345358,436993.0,IMPS,True
TR0002718,FIR001707,CR00265,AC3627392173,AC5328785319,138275.0,RTGS,False
TR0002719,FIR002233,CR01328,AC5187105394,AC3790859656,106550.6,IMPS,False
TR0002720,FIR006689,CR01586,AC7244470484,AC3258644220,153022.34,RTGS,False
TR0002721,FIR007036,CR00630,AC6596142848,AC1912705835,53631.01,IMPS,False
TR0002722,FIR000918,CR02075,AC5573111756,AC8047678329,165358.98,RTGS,False
TR0002723,FIR009850,CR02673,AC5366192736,AC3157060639,386910.86,IMPS,True
TR0002724,FIR001303,CR02156,AC6089826007,AC2535420847,95778.38,UPI,False
TR0002725,FIR001880,CR00140,AC4387858729,AC9079123293,243604.57,RTGS,False
TR0002726,FIR004680,CR01097,AC5590142673,AC4047136313,498368.73,UPI,True
TR0002727,FIR002175,CR01138,AC9454411293,AC8001364147,129685.46,RTGS,False
TR0002728,FIR004249,CR02540,AC1505731071,AC4082248303,473090.38,IMPS,True
TR0002729,FIR007243,CR00790,AC7294187697,AC4795508728,273708.4,UPI,True
TR0002730,FIR002648,CR02137,AC6129424644,AC7475999754,477054.56,Cash,True
TR0002731,FIR000477,CR00595,AC6707508500,AC9458618201,407850.01,Cash,True
TR0002732,FIR004909,CR02437,AC5729355099,AC2154063166,108737.06,Cash,False
TR0002733,FIR008932,CR01972,AC8781633034,AC2377485734,50291.7,IMPS,False
TR0002734,FIR006855,CR02882,AC5328508170,AC2549722665,442724.11,RTGS,True
TR0002735,FIR003949,CR02311,AC1609249057,AC6206954137,470921.13,UPI,True
TR0002736,FIR003551,CR02302,AC2758503021,AC7160182345,497775.01,IMPS,True
TR0002737,FIR002817,CR02292,AC7082655181,AC1367936484,136305.58,NEFT,False
TR0002738,FIR009334,CR01841,AC3534632096,AC8114924893,183713.02,UPI,False
TR0002739,FIR004141,CR02000,AC1645437027,AC3576222288,11354.69,IMPS,False
TR0002740,FIR001757,CR01978,AC6519561615,AC5425532808,29693.26,Cash,False
TR0002741,FIR008440,CR00340,AC7577838755,AC6457110548,90426.85,IMPS,False
TR0002742,FIR004876,CR02550,AC3319896876,AC8956985831,383257.83,IMPS,True
TR0002743,FIR005990,CR00016,AC2467080774,AC7258920561,339945.41,RTGS,True
TR0002744,FIR008845,CR00569,AC1222080638,AC9930843664,123303.81,Cash,False
TR0002745,FIR006077,CR01920,AC4779550971,AC5371724261,402025.63,NEFT,True
TR0002746,FIR002394,CR00060,AC1872829908,AC6252280199,447571.58,IMPS,True
TR0002747,FIR002772,CR01979,AC5665551077,AC4848042364,212187.03,UPI,False
TR0002748,FIR007460,CR01929,AC8453892587,AC2340544516,105259.02,Cash,False
TR0002749,FIR007462,CR00503,AC6384955987,AC7508464382,428944.44,IMPS,True
TR0002750,FIR001606,CR02334,AC2998417397,AC7703025998,4423.21,RTGS,False
TR0002751,FIR004385,CR00727,AC7533272009,AC2625865749,400423.05,Cash,True
TR0002752,FIR005347,CR00177,AC7455861685,AC4317957156,406615.41,NEFT,True
TR0002753,FIR008287,CR01824,AC6373115962,AC3345022455,347099.67,IMPS,True
TR0002754,FIR000802,CR02567,AC8753056986,AC4605574352,348821.31,NEFT,True
TR0002755,FIR007009,CR01745,AC8196780140,AC2953785733,374225.78,IMPS,True
TR0002756,FIR002926,CR01658,AC2655836171,AC9703918267,231253.56,Cash,False
TR0002757,FIR009638,CR01541,AC8110294012,AC3251574778,361061.65,RTGS,True
TR0002758,FIR003809,CR01912,AC5053987462,AC1939148433,286803.25,NEFT,True
TR0002759,FIR005283,CR01852,AC2638074983,AC1440712645,368409.24,RTGS,True
TR0002760,FIR006356,CR01018,AC5293910866,AC8564220103,475951.43,Cash,True
TR0002761,FIR001038,CR00396,AC3280523602,AC8173375431,212750.96,Cash,False
TR0002762,FIR009312,CR01675,AC3863600380,AC7530127528,332260.57,RTGS,True
TR0002763,FIR003999,CR01768,AC1183764367,AC4715869374,77056.3,IMPS,False
TR0002764,FIR000508,CR02402,AC1825618037,AC6875164264,86778.01,NEFT,False
TR0002765,FIR004920,CR02729,AC5857737864,AC3005521912,44190.32,Cash,False
TR0002766,FIR008543,CR00533,AC1226182940,AC9286224406,162065.91,RTGS,False
TR0002767,FIR001816,CR00460,AC1643864710,AC3266181661,361819.12,RTGS,True
TR0002768,FIR008650,CR01544,AC9106334693,AC9801636627,258289.53,RTGS,True
TR0002769,FIR000214,CR01803,AC2444328703,AC9341772597,343146.28,IMPS,True
TR0002770,FIR009982,CR00955,AC2366533296,AC3456773790,187048.41,RTGS,False
TR0002771,FIR000823,CR01503,AC1535922312,AC4699432070,496514.15,Cash,True
TR0002772,FIR001144,CR02938,AC9818759692,AC1546539525,393366.46,RTGS,True
TR0002773,FIR006255,CR02704,AC8814795499,AC8038367721,223844.19,IMPS,False
TR0002774,FIR005839,CR02673,AC1172520163,AC6318325832,20228.08,UPI,False
TR0002775,FIR008586,CR02899,AC6070252783,AC8114965163,244583.43,UPI,False
TR0002776,FIR009883,CR00938,AC5795372420,AC3121546828,54578.54,Cash,False
TR0002777,FIR009667,CR00216,AC5915668072,AC5644799228,314917.4,IMPS,True
TR0002778,FIR000180,CR00646,AC1403971910,AC5802295209,146765.04,RTGS,False
TR0002779,FIR001915,CR02177,AC7070379948,AC3880328819,282801.49,IMPS,True
TR0002780,FIR002300,CR01859,AC6926064611,AC6409848827,208321.55,IMPS,False
TR0002781,FIR006061,CR02025,AC4626192991,AC5396124083,27334.26,NEFT,False
TR0002782,FIR004619,CR00120,AC4801887404,AC4778012836,184261.55,RTGS,False
TR0002783,FIR003455,CR01927,AC3398490773,AC9391360286,264281.72,IMPS,True
TR0002784,FIR008938,CR00510,AC3255812318,AC9700170857,291369.07,UPI,True
TR0002785,FIR005953,CR01637,AC2987103586,AC2936595184,291053.63,NEFT,True
TR0002786,FIR000684,CR01177,AC3914970938,AC5867934793,300741.03,IMPS,True
TR0002787,FIR005408,CR01695,AC1490936750,AC4447417648,7943.3,RTGS,False
TR0002788,FIR006886,CR02386,AC6104495423,AC4497873186,255994.02,RTGS,True
TR0002789,FIR001627,CR02164,AC8295171659,AC9893709721,423269.56,RTGS,True
TR0002790,FIR009440,CR00838,AC8086953074,AC9309449125,302641.21,Cash,True
TR0002791,FIR009126,CR01995,AC9932503681,AC4202832642,275011.85,Cash,True
TR0002792,FIR009590,CR00377,AC4501408803,AC2370598509,304854.55,RTGS,True
TR0002793,FIR005419,CR01255,AC6920608906,AC1654347306,420289.19,RTGS,True
TR0002794,FIR002647,CR00355,AC6958409757,AC3319733241,489688.73,Cash,True
TR0002795,FIR006354,CR02564,AC7731484796,AC7329135229,249259.01,UPI,False
TR0002796,FIR009091,CR01753,AC7261287866,AC4433444000,378794.35,NEFT,True
TR0002797,FIR009761,CR00217,AC6900241430,AC3992511442,279910.6,IMPS,True
TR0002798,FIR008083,CR02739,AC3195350891,AC1172523210,381296.34,RTGS,True
TR0002799,FIR009002,CR01051,AC5573633260,AC1324629668,403411.26,NEFT,True
TR0002800,FIR002435,CR01425,AC5328174540,AC7729202271,413919.33,UPI,True
TR0002801,FIR005856,CR01619,AC6849650936,AC7798382252,57685.59,Cash,False
TR0002802,FIR007517,CR02838,AC4437334564,AC2110456320,482142.66,IMPS,True
TR0002803,FIR000467,CR02253,AC6850373750,AC1924107320,466724.1,UPI,True
TR0002804,FIR001429,CR02536,AC5880283985,AC8988672319,193942.79,NEFT,False
TR0002805,FIR000060,CR00513,AC9096871025,AC6395784097,380876.25,NEFT,True
TR0002806,FIR009858,CR00523,AC7192930050,AC8843144534,254489.53,RTGS,True
TR0002807,FIR001042,CR01607,AC9155334334,AC7051653150,90828.66,RTGS,False
TR0002808,FIR008441,CR00906,AC9820935491,AC8876639410,325043.33,IMPS,True
TR0002809,FIR005404,CR00757,AC7529828467,AC1841827638,337114.82,Cash,True
TR0002810,FIR004902,CR02005,AC5852690168,AC4349731330,484135.51,IMPS,True
TR0002811,FIR002995,CR01368,AC5693410377,AC6538289055,235404.84,RTGS,False
TR0002812,FIR004860,CR02447,AC8014824783,AC9529667797,83220.45,NEFT,False
TR0002813,FIR008788,CR01097,AC7515661164,AC2647979921,166030.63,UPI,False
TR0002814,FIR000037,CR02394,AC6411609218,AC4742689248,378906.03,NEFT,True
TR0002815,FIR007093,CR00100,AC1121056684,AC1104142882,444031.32,Cash,True
TR0002816,FIR004911,CR01091,AC6861786185,AC4749054555,67534.97,RTGS,False
TR0002817,FIR003473,CR01355,AC8972376438,AC1608783292,405500.63,RTGS,True
TR0002818,FIR006714,CR01996,AC9556063772,AC4569600939,284379.0,UPI,True
TR0002819,FIR000178,CR01154,AC7124181859,AC6971452169,24131.27,Cash,False
TR0002820,FIR002291,CR02645,AC8865237981,AC9458964843,117444.72,Cash,False
TR0002821,FIR003240,CR02361,AC5366221958,AC2257888016,385137.83,UPI,True
TR0002822,FIR003898,CR01203,AC9009298795,AC7553155456,346342.87,NEFT,True
TR0002823,FIR009661,CR00880,AC2181659943,AC9104841281,312918.69,IMPS,True
TR0002824,FIR005290,CR02416,AC6614800846,AC8019775305,276062.32,UPI,True
TR0002825,FIR000605,CR01735,AC5557195519,AC5035532281,57638.75,NEFT,False
TR0002826,FIR001466,CR01152,AC4219188680,AC1018205778,10242.87,RTGS,False
TR0002827,FIR008280,CR01071,AC5660364823,AC3586192833,194653.46,NEFT,False
TR0002828,FIR008181,CR02796,AC1505038688,AC8093175065,466316.45,Cash,True
TR0002829,FIR005594,CR00615,AC6410719126,AC3006921863,243034.52,UPI,False
TR0002830,FIR001438,CR01550,AC6215739796,AC1402691613,111603.91,Cash,False
TR0002831,FIR001874,CR00292,AC1196967104,AC8794185444,396917.47,NEFT,True
TR0002832,FIR007334,CR01314,AC4177275607,AC3031253331,282930.52,NEFT,True
TR0002833,FIR005094,CR00211,AC8927528598,AC5572424076,388369.74,Cash,True
TR0002834,FIR009992,CR01261,AC1245633137,AC3529397730,156963.84,NEFT,False
TR0002835,FIR007004,CR02379,AC9917479168,AC6744959497,19149.06,IMPS,False
TR0002836,FIR002223,CR02807,AC4195922619,AC3256143991,258610.25,Cash,True
TR0002837,FIR005782,CR00868,AC4104556550,AC5018129675,366730.51,RTGS,True
TR0002838,FIR009794,CR01199,AC9507809353,AC9939371374,189192.11,RTGS,False
TR0002839,FIR007800,CR02395,AC5904562409,AC8058481293,464354.06,RTGS,True
TR0002840,FIR002012,CR01398,AC5304048768,AC7376284910,47795.08,IMPS,False
TR0002841,FIR007179,CR02785,AC6278308335,AC2633560563,177522.3,RTGS,False
TR0002842,FIR001891,CR01113,AC5515008220,AC1307983238,346712.36,UPI,True
TR0002843,FIR006289,CR01185,AC3397057548,AC3158903557,382756.79,NEFT,True
TR0002844,FIR009600,CR01092,AC6813503568,AC6027750970,164543.19,UPI,False
TR0002845,FIR002128,CR02128,AC6346459234,AC2264956342,136563.02,Cash,False
TR0002846,FIR005647,CR01447,AC5393339318,AC3122117636,334844.45,RTGS,True
TR0002847,FIR000822,CR00340,AC9730770806,AC5486608871,429312.66,IMPS,True
TR0002848,FIR006394,CR01212,AC2567593717,AC2276285085,151769.19,NEFT,False
TR0002849,FIR001323,CR01007,AC6984747518,AC2737616615,27420.82,RTGS,False
TR0002850,FIR002149,CR00703,AC4731375639,AC6287180684,169830.83,IMPS,False
TR0002851,FIR009120,CR01414,AC1706093615,AC2596298965,67756.22,NEFT,False
TR0002852,FIR005068,CR01696,AC1263873251,AC6421056764,176622.48,IMPS,False
TR0002853,FIR004241,CR00237,AC4855271339,AC2437506579,483420.26,Cash,True
TR0002854,FIR007269,CR01372,AC9666370782,AC8736569377,412796.98,Cash,True
TR0002855,FIR004274,CR00954,AC9439495317,AC7150173476,252649.91,RTGS,True
TR0002856,FIR000976,CR00381,AC6150647453,AC6859710496,284450.11,UPI,True
TR0002857,FIR001677,CR02321,AC1024118075,AC5099988761,437292.14,IMPS,True
TR0002858,FIR008603,CR02316,AC3741157098,AC8528320586,69570.01,Cash,False
TR0002859,FIR003509,CR00462,AC6097105464,AC1167411232,119337.69,IMPS,False
TR0002860,FIR003832,CR00600,AC5079821135,AC8505094321,86988.01,UPI,False
TR0002861,FIR003150,CR01754,AC5348249985,AC4381506934,112824.36,Cash,False
TR0002862,FIR003048,CR01964,AC3272567953,AC3270805253,59354.28,UPI,False
TR0002863,FIR006521,CR01743,AC5233154985,AC3822501665,437336.96,Cash,True
TR0002864,FIR001771,CR02350,AC9112365898,AC2442161907,444208.73,UPI,True
TR0002865,FIR000574,CR00711,AC7847807035,AC2054804177,78096.33,UPI,False
TR0002866,FIR007819,CR02403,AC3684940350,AC5640979127,182872.24,Cash,False
TR0002867,FIR003184,CR02202,AC9638297193,AC2104486128,129023.31,UPI,False
TR0002868,FIR009265,CR02752,AC4116808042,AC1117684765,238818.23,RTGS,False
TR0002869,FIR006447,CR01381,AC2527186527,AC8750903325,454749.73,Cash,True
TR0002870,FIR000308,CR02652,AC6116961288,AC9311618579,184169.77,IMPS,False
TR0002871,FIR007437,CR00117,AC9418905105,AC8812918124,340328.52,IMPS,True
TR0002872,FIR000720,CR01987,AC8955743296,AC3811115483,39425.75,UPI,False
TR0002873,FIR005760,CR01045,AC5144174876,AC4663530040,9184.31,Cash,False
TR0002874,FIR003530,CR01701,AC8851165304,AC1692631105,344940.04,IMPS,True
TR0002875,FIR001918,CR02570,AC8895832157,AC5214153457,54503.36,IMPS,False
TR0002876,FIR001755,CR00577,AC2000959359,AC6429188720,448153.42,RTGS,True
TR0002877,FIR008664,CR00881,AC6700474753,AC7758891172,289478.57,UPI,True
TR0002878,FIR003319,CR00049,AC9557972691,AC8604929256,2641.26,Cash,False
TR0002879,FIR000553,CR01107,AC9679574224,AC9843691087,328083.8,IMPS,True
TR0002880,FIR009984,CR01003,AC6172778694,AC5988694223,310223.21,Cash,True
TR0002881,FIR005862,CR01674,AC3585503928,AC5653008430,447719.41,Cash,True
TR0002882,FIR005775,CR00673,AC5036379636,AC3836645351,18406.49,IMPS,False
TR0002883,FIR008776,CR00744,AC8735016392,AC2261858271,360295.71,Cash,True
TR0002884,FIR003691,CR02224,AC1158447622,AC5777166063,480407.18,IMPS,True
TR0002885,FIR004877,CR02434,AC8930571140,AC1840170134,62388.0,RTGS,False
TR0002886,FIR005709,CR01455,AC1808912597,AC2702862814,471535.58,Cash,True
TR0002887,FIR008644,CR01796,AC2558529459,AC1115726687,9942.78,RTGS,False
TR0002888,FIR007943,CR02108,AC4530435170,AC8329173958,46733.64,UPI,False
TR0002889,FIR007836,CR01102,AC4272459985,AC9671043271,145036.16,UPI,False
TR0002890,FIR003402,CR02824,AC3389462005,AC4239232575,284967.63,NEFT,True
TR0002891,FIR007407,CR01244,AC1065109877,AC7032223195,412051.15,RTGS,True
TR0002892,FIR003330,CR01529,AC6012961637,AC3274747808,192865.08,IMPS,False
TR0002893,FIR004357,CR01789,AC4735780541,AC7717692618,226791.9,UPI,False
TR0002894,FIR005308,CR00467,AC2248411785,AC4088491369,380536.6,Cash,True
TR0002895,FIR004098,CR01849,AC2881352115,AC6343095398,51052.04,Cash,False
TR0002896,FIR000150,CR02592,AC7807528032,AC6388162426,22328.11,NEFT,False
TR0002897,FIR001621,CR02639,AC3807595603,AC8041002223,486508.11,RTGS,True
TR0002898,FIR008394,CR01477,AC4663134045,AC1943241168,359963.22,NEFT,True
TR0002899,FIR002273,CR01144,AC2531703230,AC8957041150,225117.34,IMPS,False
TR0002900,FIR009617,CR00130,AC9449423638,AC4440057745,169869.08,IMPS,False
TR0002901,FIR000437,CR00037,AC8382890301,AC4492515139,312744.62,RTGS,True
TR0002902,FIR002071,CR02014,AC5264664237,AC2571844149,486047.84,UPI,True
TR0002903,FIR000519,CR02653,AC6137130835,AC6921667797,286287.44,NEFT,True
TR0002904,FIR006937,CR01012,AC6323556080,AC8954258865,335089.66,Cash,True
TR0002905,FIR003087,CR01513,AC3211178037,AC4032965306,44308.12,NEFT,False
TR0002906,FIR004663,CR00439,AC1578396389,AC6732464739,437674.4,UPI,True
TR0002907,FIR001433,CR00637,AC1437258421,AC5778963623,498619.8,RTGS,True
TR0002908,FIR001701,CR01276,AC6316986365,AC9457549649,153536.96,NEFT,False
TR0002909,FIR005153,CR02572,AC4915080801,AC8184678249,231100.74,NEFT,False
TR0002910,FIR004441,CR00792,AC9877203913,AC2692791535,108611.77,RTGS,False
TR0002911,FIR003538,CR01001,AC1315022571,AC8760584123,383535.13,Cash,True
TR0002912,FIR000839,CR01754,AC4138200569,AC5919326874,3373.86,UPI,False
TR0002913,FIR008071,CR02810,AC5608908706,AC9828839260,65652.64,IMPS,False
TR0002914,FIR009895,CR00300,AC4386024602,AC5692482530,48859.8,UPI,False
TR0002915,FIR007890,CR02624,AC1443749748,AC4043525904,429670.06,IMPS,True
TR0002916,FIR004760,CR02682,AC6663661727,AC1233417489,46075.3,NEFT,False
TR0002917,FIR009978,CR02290,AC4134215589,AC7076632178,386420.08,NEFT,True
TR0002918,FIR007704,CR01296,AC2829900869,AC1733472230,5902.01,UPI,False
TR0002919,FIR005301,CR01246,AC1239331996,AC2979311289,359297.81,RTGS,True
TR0002920,FIR002271,CR00113,AC3822327398,AC1039498746,282944.9,NEFT,True
TR0002921,FIR003698,CR02904,AC9220020414,AC5232633188,445821.08,RTGS,True
TR0002922,FIR003081,CR00141,AC7024201824,AC6819537190,447107.77,Cash,True
TR0002923,FIR002712,CR00237,AC2788179573,AC1340838469,47614.55,Cash,False
TR0002924,FIR007262,CR00736,AC6424230245,AC6267001904,481681.32,UPI,True
TR0002925,FIR005700,CR00469,AC2843760956,AC2118268036,314522.53,Cash,True
TR0002926,FIR000953,CR00481,AC9131738155,AC4656877297,47748.96,UPI,False
TR0002927,FIR004135,CR02142,AC4964722662,AC7463615506,256894.42,Cash,True
TR0002928,FIR001556,CR00341,AC1030231264,AC4983463846,416455.5,UPI,True
TR0002929,FIR007989,CR02195,AC9201736791,AC6064892158,375345.02,UPI,True
TR0002930,FIR004761,CR00915,AC2046417502,AC8079199534,164470.53,Cash,False
TR0002931,FIR003613,CR02310,AC8373156771,AC8564966640,202472.44,NEFT,False
TR0002932,FIR009525,CR02893,AC6280754319,AC9278545107,473502.81,NEFT,True
TR0002933,FIR007211,CR00998,AC9898633309,AC6567330836,342294.94,RTGS,True
TR0002934,FIR001811,CR02136,AC9597893657,AC5987095924,422582.72,NEFT,True
TR0002935,FIR007560,CR01005,AC1951313418,AC6889461321,281235.1,NEFT,True
TR0002936,FIR005681,CR01491,AC4151297784,AC5037415275,60802.65,RTGS,False
TR0002937,FIR000193,CR01027,AC9015301075,AC2934816401,89905.98,NEFT,False
TR0002938,FIR005614,CR01508,AC9008219921,AC9561490871,287981.26,NEFT,True
TR0002939,FIR002591,CR02924,AC3888048504,AC9525616558,256582.29,NEFT,True
TR0002940,FIR005548,CR00914,AC9117568914,AC4868974268,420325.94,NEFT,True
TR0002941,FIR006186,CR01595,AC4287697795,AC3791757616,333386.43,NEFT,True
TR0002942,FIR009040,CR02305,AC9141434910,AC6197127994,94047.14,NEFT,False
TR0002943,FIR002599,CR02380,AC7181751947,AC7778272915,60771.14,IMPS,False
TR0002944,FIR004909,CR02437,AC8062002061,AC2566536779,438805.21,NEFT,True
TR0002945,FIR003226,CR01927,AC6871975845,AC2305015850,15396.9,Cash,False
TR0002946,FIR008620,CR01413,AC5311383487,AC3221970557,361891.23,Cash,True
TR0002947,FIR006013,CR00538,AC9628297188,AC5086955872,446274.26,IMPS,True
TR0002948,FIR009622,CR01542,AC3248019037,AC6692444872,403405.88,NEFT,True
TR0002949,FIR001908,CR00947,AC8732814094,AC7290773244,216107.2,UPI,False
TR0002950,FIR005785,CR01933,AC9980104103,AC8779690610,170889.04,NEFT,False
TR0002951,FIR003307,CR02815,AC5915127012,AC2841663437,250508.82,RTGS,True
TR0002952,FIR006887,CR01285,AC8150677551,AC3604117741,278107.26,NEFT,True
TR0002953,FIR006775,CR02680,AC6801849831,AC7359239303,36290.89,IMPS,False
TR0002954,FIR003917,CR02103,AC6031274770,AC7531169008,6061.76,UPI,False
TR0002955,FIR006239,CR00214,AC3712170485,AC7818062470,177434.0,RTGS,False
TR0002956,FIR007885,CR01429,AC3398858142,AC3618324138,404038.1,Cash,True
TR0002957,FIR009276,CR01056,AC1836033911,AC5404574809,448110.4,UPI,True
TR0002958,FIR005381,CR01055,AC6797157676,AC1428519447,165531.48,Cash,False
TR0002959,FIR009317,CR02912,AC1767872550,AC9011917114,22245.54,IMPS,False
TR0002960,FIR004955,CR01138,AC3628520508,AC9012382002,83676.86,Cash,False
TR0002961,FIR001288,CR01406,AC9436711258,AC4870890367,146263.21,IMPS,False
TR0002962,FIR003275,CR02742,AC9291093955,AC8624045363,53167.43,UPI,False
TR0002963,FIR002620,CR00069,AC4176507109,AC8348329393,445027.47,UPI,True
TR0002964,FIR004006,CR00313,AC8373272586,AC7089731763,394155.26,Cash,True
TR0002965,FIR009446,CR01658,AC4893526449,AC2116143147,66025.95,RTGS,False
TR0002966,FIR000046,CR02002,AC1202730570,AC6905048874,311287.9,RTGS,True
TR0002967,FIR006645,CR02059,AC7447125833,AC5311047736,55170.32,Cash,False
TR0002968,FIR000968,CR00222,AC5227595322,AC1973693932,322782.81,UPI,True
TR0002969,FIR007997,CR00702,AC4170693501,AC9643136854,187311.36,RTGS,False
TR0002970,FIR009703,CR01667,AC5896372344,AC8760381448,261192.47,NEFT,True
TR0002971,FIR008167,CR01922,AC7079109099,AC3407654301,216035.55,RTGS,False
TR0002972,FIR008277,CR00032,AC8793548839,AC9332887373,376647.8,RTGS,True
TR0002973,FIR004898,CR02098,AC6085120040,AC7941723250,188700.77,Cash,False
TR0002974,FIR008326,CR00032,AC6369234758,AC8085661463,283427.98,IMPS,True
TR0002975,FIR001726,CR01160,AC1252522853,AC8516422259,457337.07,NEFT,True
TR0002976,FIR003846,CR01149,AC1732757016,AC2240335859,204729.36,Cash,False
TR0002977,FIR003978,CR02763,AC2145332344,AC3024769482,275394.55,UPI,True
TR0002978,FIR005539,CR01632,AC1991917299,AC2375329303,14584.04,IMPS,False
TR0002979,FIR000909,CR01578,AC2118974152,AC5481344918,45579.79,NEFT,False
TR0002980,FIR006988,CR00614,AC2687360561,AC5599016956,392081.39,IMPS,True
TR0002981,FIR002125,CR02506,AC4850402048,AC9584246934,208120.97,RTGS,False
TR0002982,FIR008431,CR01477,AC1910038891,AC4768906021,41508.06,NEFT,False
TR0002983,FIR009466,CR00930,AC3932449809,AC3836069511,409048.58,UPI,True
TR0002984,FIR004922,CR01649,AC6331115009,AC1455965128,255746.86,Cash,True
TR0002985,FIR006236,CR01204,AC7983405898,AC5374063734,248801.64,IMPS,False
TR0002986,FIR007465,CR00596,AC3240130604,AC3297312359,134325.77,UPI,False
TR0002987,FIR000097,CR01430,AC8221955339,AC3287077764,154579.9,UPI,False
TR0002988,FIR001334,CR01621,AC1083117511,AC3343100072,134272.25,Cash,False
TR0002989,FIR003587,CR01914,AC3189164771,AC9651134218,306553.26,Cash,True
TR0002990,FIR005868,CR00757,AC2607869710,AC9510027133,175571.36,Cash,False
TR0002991,FIR006459,CR02718,AC7370287225,AC9027948004,284761.31,UPI,True
TR0002992,FIR001412,CR02896,AC7911930161,AC1219635206,428649.88,NEFT,True
TR0002993,FIR008933,CR01431,AC1551473784,AC5419863065,47589.57,UPI,False
TR0002994,FIR005140,CR01569,AC6026896158,AC2979599119,369663.92,Cash,True
TR0002995,FIR000173,CR00445,AC4406933329,AC3745685252,346195.25,RTGS,True
TR0002996,FIR004023,CR02746,AC5085724752,AC2126797239,201448.77,IMPS,False
TR0002997,FIR005207,CR02126,AC7459997056,AC4659739558,147242.57,RTGS,False
TR0002998,FIR008081,CR00348,AC2576336136,AC5733897822,3016.83,Cash,False
TR0002999,FIR007652,CR01760,AC7255794096,AC4725635404,262819.15,RTGS,True
TR0003000,FIR002036,CR02198,AC6927667339,AC2783755118,102057.0,Cash,False
TR0003001,FIR006431,CR02737,AC8962059246,AC3453418864,314132.02,UPI,True
TR0003002,FIR002390,CR02971,AC3954762435,AC3257928169,10578.47,RTGS,False
